DATE (MM/DD/YYYY),HOUR-PST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (secondary) [W/m^2],Avg Global (uncorrected) [W/m^2],Avg Direct (uncorrected) [W/m^2],Avg Diffuse (uncorrected) [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 3m [m/s],Avg Station Pressure [mBar],Avg Precipitation [mm],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg CR1000 Temp [deg C],Avg RSR Battery [VDC]
5/5/2015,12,621.5407,629.8058,23.3627,609.4633,616.6113,649.2140,0.0000,18.3315,65.5271,2.8201,1010.0000,0.0000,18.2265,171.0500,23.4915,8.9741
5/5/2015,13,656.6633,33.2300,625.2612,645.5590,653.1778,43.2358,612.4260,18.7711,62.4860,2.6084,1011.2553,0.0000,20.6123,212.7872,23.6032,11.0838
5/5/2015,14,689.3204,102.3325,602.8710,682.0202,690.3156,120.8353,587.9028,19.0398,60.8647,2.6938,1010.5167,0.0000,28.5638,237.4733,24.0682,13.2100
5/5/2015,15,789.6063,580.0919,341.2611,786.7058,795.4367,621.8625,315.0846,19.4033,61.6755,2.9614,1010.5000,0.0000,39.8655,253.7117,24.8085,13.2608
5/5/2015,16,537.9194,414.8335,276.5259,533.8658,541.4341,455.5197,254.9295,18.9270,63.5628,2.7744,1010.0000,0.0000,52.0447,264.5133,24.5053,13.0885
5/5/2015,17,286.5647,174.0777,206.3628,280.4898,285.6683,203.6891,192.2367,17.8520,67.2350,2.5265,1009.7667,0.0000,64.4412,273.1467,22.7607,12.7873
5/5/2015,18,127.8993,176.5535,94.4874,123.5635,126.3787,210.9377,85.6807,16.9972,71.6317,2.2134,1009.2500,0.0000,76.7297,281.0617,20.4707,11.4030
5/5/2015,19,36.6259,299.4961,3.6193,34.5223,35.3025,320.1611,0.0000,16.3620,74.9600,2.0867,1009.0000,0.0000,83.7000,285.6700,19.2390,9.2300
5/6/2015,13,911.7321,791.6832,198.7848,898.7238,908.5138,819.1432,170.3468,19.4415,63.6470,3.0961,1007.5000,0.0000,24.0045,223.5850,23.8505,9.9530
5/6/2015,14,907.3999,581.9406,398.6730,899.7528,908.7932,615.8205,370.3531,19.5107,63.1638,3.2936,1007.7500,0.0000,28.3853,237.9367,24.6018,12.3702
5/6/2015,15,746.4568,689.5971,216.9472,743.8197,751.5717,729.2470,191.6753,18.9637,65.3063,3.0744,1007.5000,0.0000,39.7242,254.0967,24.3063,13.2412
5/6/2015,16,574.9806,618.1979,193.3403,570.0351,578.2893,660.6926,170.4993,18.2947,66.7308,3.5246,1006.7500,0.0000,51.9175,264.8383,23.1565,13.0885
5/6/2015,17,317.5507,251.3253,197.1133,310.3183,316.5316,281.1149,182.7245,17.5180,68.8423,3.0689,1006.5000,0.0000,64.3150,273.4283,21.9828,12.7227
5/6/2015,18,199.7448,449.5045,77.7923,192.5998,197.2256,488.8084,64.8492,16.7252,70.5176,3.1532,1006.0000,0.0000,73.5820,275.1978,20.2767,10.4159
5/7/2015,11,880.3215,721.6232,225.0179,867.1999,878.1048,749.9254,197.1062,18.1084,62.7105,3.1170,1007.6364,0.0000,24.5196,130.2200,23.2336,11.4480
5/7/2015,12,999.9337,757.3000,280.1216,979.5645,992.0528,780.8615,249.8491,18.0982,64.1358,3.9603,1008.0000,0.0000,18.0558,164.5300,23.5488,13.7872
5/7/2015,13,1002.4195,756.6825,289.2805,985.0348,995.9212,782.0226,258.9380,18.1940,63.7737,3.9099,1007.5167,0.0000,19.5617,209.1717,23.0517,14.0503
5/7/2015,14,934.2691,666.2699,347.3626,925.1583,934.4637,699.2104,318.6463,17.9003,62.9893,3.9532,1007.5000,0.0000,28.2088,238.3900,23.2548,14.0317
5/7/2015,15,390.2126,32.0188,364.5754,386.8130,391.8281,40.5767,359.4531,17.1123,65.0650,3.3057,1007.2500,0.0000,39.5850,254.4800,22.7535,13.1297
5/7/2015,16,348.1980,77.3671,302.8249,344.5462,349.4170,91.0533,295.8571,16.5668,64.2145,3.4396,1006.7500,0.0000,51.7913,265.1517,20.6422,13.0237
5/7/2015,17,176.4451,41.0503,161.9960,172.5060,175.2762,47.7758,158.2325,15.8963,68.3067,3.0326,1007.0000,0.0000,64.1903,273.7050,19.4582,12.5963
5/7/2015,18,77.7559,33.1943,67.0101,75.4547,76.6348,39.6826,63.9300,15.0708,72.1537,3.0050,1007.0000,0.0000,76.4615,281.5683,18.0610,11.5743
5/7/2015,19,4.1866,0.1455,4.1730,4.3830,4.2429,3.1091,4.1234,13.0008,85.5245,2.6018,1007.0000,0.0508,88.2550,289.5800,14.4587,10.5917
5/7/2015,20,0.0000,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,13.2367,89.8444,2.2340,1007.0000,0.0000,95.0889,294.4778,13.2311,9.2311
5/8/2015,11,549.0845,493.2766,86.7819,538.1490,542.7165,508.6146,66.0387,15.4275,73.8700,3.4192,1007.0000,2.6675,36.6000,175.0000,19.2550,9.2175
5/8/2015,12,622.7435,490.8425,158.1182,612.2521,617.2534,509.5202,134.9417,16.7793,70.3783,2.2929,1011.0000,0.0000,18.7240,169.8233,20.6027,9.6203
5/8/2015,13,775.2584,221.3585,567.9564,763.7383,770.2331,240.4943,545.0127,17.3500,68.3803,1.8469,1011.0000,0.0000,20.6212,218.1765,20.0297,11.2279
5/8/2015,14,832.7657,431.3617,453.0213,825.9129,832.7972,461.2338,426.8099,17.8935,61.0640,2.8269,1010.7500,0.0000,28.0368,238.8250,22.4718,13.0267
5/8/2015,15,636.1446,284.6485,414.5214,633.8715,639.7865,315.5723,394.1888,17.8597,62.8167,2.8139,1011.0000,0.0000,39.4472,254.8467,23.0712,13.2263
5/8/2015,16,155.1774,0.0000,155.1774,153.9242,155.6120,0.4102,155.3741,16.3928,71.5548,2.6859,1011.0000,0.0000,51.6662,265.4600,21.2855,12.4913
5/8/2015,17,231.4527,62.5257,204.9980,227.2958,230.3039,73.5549,199.2171,16.4748,73.5990,2.4313,1011.0000,0.0000,64.0657,273.9750,19.1723,11.2312
5/8/2015,18,218.5804,229.8039,100.6520,214.6294,217.4111,248.7114,92.0903,16.4338,74.2407,2.3527,1011.0000,0.0000,70.1523,260.7333,19.4812,10.5517
5/8/2015,19,865.1452,742.2140,223.7125,858.5058,866.8710,775.4345,196.7298,18.0350,67.2050,3.4373,1011.0000,0.0000,30.2067,116.0833,23.0900,11.5117
5/9/2015,11,910.9032,758.8744,221.4738,899.3920,909.1944,787.9272,193.4124,18.4175,66.7460,3.0869,1014.5000,0.0000,24.5247,128.4283,23.4647,12.2497
5/9/2015,12,966.0235,749.2810,251.7256,948.0541,958.4984,772.1466,222.4064,18.4178,70.7848,3.2154,1014.5000,0.0000,17.5348,164.2283,23.3910,13.9713
5/9/2015,13,954.8607,628.0099,360.5063,939.7673,948.4872,652.1563,331.3453,18.1373,72.0342,3.3115,1014.5000,0.0000,19.0915,209.9100,22.7480,14.0980
5/9/2015,14,898.6018,641.5338,332.7385,891.8719,899.1708,673.8835,304.7958,18.4897,70.4782,3.0248,1014.0000,0.0000,27.8665,239.2783,23.2357,14.0815
5/9/2015,15,662.4835,240.4512,472.8691,659.9423,666.7129,272.4669,452.2049,18.4937,70.3172,2.5198,1013.5000,0.0000,39.3103,255.2117,23.6667,14.0282
5/9/2015,16,588.2892,520.1175,270.6210,584.7329,592.0302,563.3106,247.5861,18.4377,70.6910,2.2802,1013.0000,0.0000,51.5423,265.7633,23.6042,13.9640
5/9/2015,17,387.1574,570.0399,135.4259,377.7294,386.1817,613.2073,115.5250,17.8492,72.7898,2.2820,1013.0000,0.0000,63.9417,274.2383,22.8810,12.9478
5/9/2015,18,180.9709,364.0450,89.3273,172.1381,178.8825,412.8477,76.0378,16.7455,75.5132,2.2511,1013.0000,0.0000,76.1945,282.0517,21.2825,11.6852
5/9/2015,19,24.2332,40.0769,19.9164,23.6094,24.4826,61.1274,19.0111,15.1537,82.3272,2.1326,1012.7500,0.0000,87.9683,290.0350,18.5547,10.6117
5/9/2015,20,268.0583,307.6184,18.6315,266.7603,269.2239,319.7197,9.9860,16.1300,79.2850,1.9918,1012.9211,0.0000,77.1568,236.4632,18.9113,9.4216
5/10/2015,10,857.0295,879.6131,111.9545,852.0791,860.5036,915.4687,85.0564,19.0822,72.1507,2.7231,1012.0000,0.0000,32.0315,112.8148,23.9430,11.0081
5/10/2015,11,933.2426,877.1169,134.9185,920.9101,931.3879,906.6021,106.2794,18.6068,74.8330,3.1945,1012.0000,0.0000,24.3263,128.0200,23.9077,13.0228
5/10/2015,12,986.1982,835.2014,188.9602,967.8893,978.7766,858.8797,158.9395,19.1922,74.5145,3.2638,1011.7500,0.0000,17.2827,164.0633,23.9317,13.9200
5/10/2015,13,981.6372,861.9780,166.6543,966.3681,975.7176,887.3188,136.7862,19.3348,73.8107,3.4188,1011.2500,0.0000,18.8622,210.2750,23.8450,14.0700
5/10/2015,14,903.3361,888.5934,117.5439,897.5124,904.5930,921.6956,89.5982,19.6500,70.6033,2.6874,1011.0000,0.0000,27.6997,239.7117,23.9705,14.0767
5/10/2015,15,774.2524,858.1262,109.7793,774.0058,780.0248,898.8670,84.0930,19.6480,70.5633,2.7769,1010.5000,0.0000,39.1763,255.5717,24.5670,14.0648
5/10/2015,16,603.8668,804.5357,102.3457,601.1316,608.2710,848.9822,79.0979,19.6472,72.0963,2.8219,1010.0000,0.0000,51.4197,266.0633,24.4172,14.0217
5/10/2015,17,408.0243,719.3685,89.3059,398.5950,407.3834,764.0096,69.0167,19.0518,73.8270,2.5651,1009.7500,0.0000,63.8195,274.4967,23.7655,13.0025
5/10/2015,18,185.9671,456.2058,69.9612,176.8782,184.0064,505.8361,56.4990,17.9600,79.5782,2.5603,1009.0000,0.0000,76.0708,282.2867,22.4910,11.6537
5/10/2015,19,87.6615,150.0524,25.6214,86.7143,88.4287,238.1739,21.9375,16.8595,82.5457,2.0099,1009.2500,0.0000,83.5767,276.9217,20.3228,10.2688
5/10/2015,20,816.8920,940.8654,26.2894,813.2117,821.2416,977.3308,0.0000,20.2018,73.2991,2.2351,1009.8182,0.0000,32.8264,111.0818,24.5373,9.1300
5/11/2015,10,837.1905,776.1373,169.0313,831.9464,840.3798,810.6771,142.4750,20.1400,74.2085,2.3402,1009.0000,0.0000,30.5315,114.2923,24.7223,11.0031
5/11/2015,11,928.7787,827.0395,174.4160,917.3940,927.9576,857.5228,145.8519,20.3383,73.4977,2.3434,1009.0000,0.0000,24.1345,127.5983,25.1510,12.5460
5/11/2015,12,969.2615,777.9022,225.7337,951.4028,962.6214,801.7397,196.3124,20.4372,73.3017,2.8508,1008.7500,0.0000,17.0353,163.8867,25.5695,13.6917
5/11/2015,13,898.1286,576.8312,352.1548,884.1906,892.8886,600.8487,324.1868,19.9840,74.4032,3.0528,1008.2500,0.0000,18.6363,210.6250,25.1952,13.9823
5/11/2015,14,883.7936,777.6420,196.1124,877.6081,884.7606,809.9404,168.5509,19.6158,75.8987,3.4150,1007.7500,0.0000,27.5357,240.1400,24.6637,14.0633
5/11/2015,15,769.1397,807.6613,142.7550,768.9167,774.8020,848.0939,117.1438,19.8237,75.5033,3.2308,1007.2500,0.0000,39.0440,255.9233,24.5103,14.0652
5/11/2015,16,596.8505,746.7888,130.0755,593.9458,601.0523,790.6572,106.9276,19.6150,75.4802,3.1546,1006.0000,0.0000,51.2985,266.3533,24.1092,14.0452
5/11/2015,17,409.8870,616.1774,132.8636,400.8734,409.2289,660.4530,112.6029,19.0410,74.8590,3.5143,1006.0000,0.0000,63.6985,274.7433,23.5187,13.0828
5/11/2015,18,160.0531,241.4521,98.3185,153.1441,158.2584,286.4248,85.9893,17.9697,77.2822,3.0454,1005.5000,0.0000,75.9382,282.5133,21.8803,11.8680
5/11/2015,19,54.7043,103.5404,27.2732,53.4059,54.9649,178.7533,24.5880,17.0248,80.0002,2.7521,1005.5000,0.0000,86.1400,287.0367,19.8000,10.4087
5/11/2015,20,993.3509,1028.6788,30.1111,978.2191,989.9999,1057.2575,0.0000,21.0287,58.2213,3.5589,1005.0000,0.0000,20.5438,136.4625,24.6762,9.2462
5/12/2015,11,999.6738,1029.3240,30.2519,983.3896,995.6550,1057.1760,0.0000,21.2100,56.8300,3.2056,1005.0000,0.0000,19.6420,140.1000,24.8200,9.1740
5/12/2015,12,978.5074,807.3354,205.7567,961.1155,972.6570,832.4359,175.8871,21.7935,54.8680,3.1970,1008.7500,0.0000,16.7945,163.7050,25.7848,12.2785
5/12/2015,13,974.8490,839.2082,179.1683,960.9848,970.8103,866.2179,149.5367,22.2762,51.9660,3.0625,1008.0167,0.0000,18.4160,210.9850,26.5017,13.4725
5/12/2015,14,909.0046,857.8902,148.2021,903.9772,911.8038,892.8193,120.0777,22.1720,52.4550,3.2472,1007.5000,0.0000,27.3742,240.5600,27.2027,13.9372
5/12/2015,15,780.6952,818.8966,144.0969,779.8199,786.6256,859.8231,118.3154,20.1042,62.3902,3.5769,1007.7500,0.0000,38.9130,256.2683,26.1317,14.0157
5/12/2015,16,608.8275,748.8507,139.0680,605.3244,613.2599,793.2149,115.7523,19.6833,67.9657,3.1153,1007.7500,0.0000,51.1783,266.6333,25.0345,14.0153
5/12/2015,17,405.9133,616.9585,131.7654,396.4110,405.4210,660.8340,111.8520,19.4518,69.4243,2.2462,1007.2500,0.0000,63.5773,274.9950,24.2458,12.8283
5/12/2015,18,196.6701,414.7126,89.4668,186.9766,194.5803,465.0439,75.4690,18.4150,70.1945,2.2335,1008.0000,0.0000,75.8095,282.7417,23.1577,11.3098
5/12/2015,19,54.0150,556.0015,9.8144,52.9455,55.0909,461.0049,5.0934,16.8835,76.5100,2.3281,1007.5588,0.0000,84.8765,288.3176,21.1174,9.8603
5/13/2015,11,681.8706,712.2121,24.6018,671.9494,679.8682,736.7242,0.0000,19.9906,60.7771,2.7389,1008.0000,0.0000,21.9876,132.2588,25.2094,9.1518
5/13/2015,12,844.9154,436.8876,426.3632,828.3049,837.9213,457.0296,400.0391,19.5623,63.1608,2.9467,1009.6981,0.0000,16.2809,166.1792,24.5123,10.7743
5/13/2015,13,657.4453,108.5058,554.4746,645.2535,652.5411,127.0859,531.9527,18.7728,63.8153,3.4727,1010.2500,0.0000,18.1995,211.3367,24.1675,13.1388
5/13/2015,14,591.0397,86.5028,513.8687,584.3512,590.8416,111.3271,491.6676,18.7943,65.0738,3.5754,1010.0000,0.0000,27.2152,240.9750,23.6587,13.1857
5/13/2015,15,673.3848,389.6607,374.2119,671.1573,677.9551,426.8341,349.9821,19.2472,68.0358,3.0015,1009.2500,0.0000,38.7845,256.6050,23.5262,13.2732
5/13/2015,16,590.7503,647.3735,186.0809,586.9786,594.5761,690.2839,163.0151,18.6882,71.8393,3.2560,1008.7500,0.0000,51.0593,266.9150,23.6250,13.1918
5/13/2015,17,406.7220,637.2618,120.4808,396.9239,405.7613,680.5227,100.2216,17.7170,74.7300,3.2394,1008.7500,0.0000,63.4578,275.2300,22.2217,12.8582
5/13/2015,18,192.7011,446.8851,77.5412,183.0876,190.3170,493.2016,63.8906,17.1508,74.0982,2.6146,1008.2500,0.0000,75.6873,282.9567,20.9313,11.3795
5/13/2015,19,220.3115,542.6697,10.6278,215.1135,218.7077,568.2772,0.0000,17.2310,70.4072,2.6319,1007.4828,0.0000,64.0866,234.3690,20.7428,9.4231
5/14/2015,11,605.8542,662.6006,23.2566,599.0922,604.8751,687.9869,0.0000,18.6100,60.5724,3.0301,1008.0000,0.2092,25.5588,154.1941,22.1665,9.1459
5/14/2015,15,749.1224,646.3723,266.3728,748.2384,754.2959,686.8219,241.6526,17.9774,67.0474,2.1340,1008.0000,0.0000,42.3961,260.5696,20.8478,10.4039
5/14/2015,16,626.1767,484.4524,313.7226,623.5787,629.9661,524.3976,292.0706,17.8140,66.9077,2.6717,1007.5000,0.0000,50.9415,267.1833,22.6968,11.0498
5/14/2015,17,336.2803,424.8699,94.2683,330.2403,334.1987,445.4839,82.0173,16.7662,71.2392,2.8415,1007.1132,0.2109,56.8508,262.3434,21.5730,9.8775
5/15/2015,12,1036.4259,957.5136,111.9713,1016.1442,1025.8960,978.7599,80.9304,18.5482,65.0741,2.7054,1008.0000,0.0000,15.0973,179.1000,22.1595,10.9891
5/15/2015,13,990.2776,865.1708,166.7658,973.8825,982.4537,888.4981,136.7600,18.4198,66.5795,3.0923,1007.7500,0.0000,17.7788,212.0100,22.4802,13.1033
5/15/2015,14,906.5752,877.0829,125.6115,899.1952,905.9867,907.9844,97.5771,18.0632,66.9612,3.7290,1007.2500,0.0000,26.9073,241.7800,22.2312,13.7873
5/15/2015,15,750.7202,689.8272,212.2656,749.1565,755.1283,726.6191,187.9882,18.2870,66.8690,3.8430,1007.2500,0.0000,38.5325,257.2583,22.2238,13.8762
5/15/2015,16,611.9768,808.2239,102.0231,608.6950,615.6194,851.0604,78.6732,18.0285,70.3277,4.0544,1006.7500,0.0000,50.8248,266.7067,21.8833,13.6173
5/15/2015,17,416.2681,754.7156,75.4678,406.5966,415.2467,797.9117,55.0309,17.5145,71.3802,4.3589,1007.0000,0.0000,63.2210,275.7017,21.1845,12.8597
5/15/2015,18,207.4990,630.4402,48.4464,197.1062,204.9636,679.8173,33.9525,16.8033,74.4500,4.6958,1006.0000,0.0000,75.4315,283.3767,20.0997,11.0153
5/15/2015,19,372.5292,672.5363,16.9077,364.8564,370.2559,707.3173,0.0000,18.3073,72.2588,2.9997,1007.8462,0.0000,46.6938,197.5808,21.9169,9.2227
5/16/2015,11,546.2867,553.0200,22.4334,537.5060,542.6260,572.8393,0.0000,19.5133,69.5000,2.3393,1012.0000,0.0000,18.7033,139.1000,23.9400,9.1200
5/16/2015,12,899.4824,624.6159,298.9401,883.0156,891.9963,646.2921,270.5916,20.1404,69.0965,2.9474,1012.2778,0.0000,15.6491,165.1889,24.3500,11.2020
5/16/2015,13,855.2083,416.3770,458.4305,841.5904,849.2156,437.1157,432.7038,19.7662,72.8117,3.6787,1012.5000,0.0000,17.5748,212.3417,24.9665,13.3432
5/16/2015,14,775.7635,490.3488,345.6501,770.3210,776.7279,517.1123,323.0002,19.8567,71.5387,3.3952,1012.2500,0.0000,26.7573,242.1800,24.8348,13.4208
5/16/2015,15,765.7814,767.9798,164.8490,765.5747,771.6647,808.2870,139.2834,20.1750,69.4510,2.9030,1012.5000,0.0000,38.4083,257.5800,24.9942,13.9788
5/16/2015,16,561.4451,590.5145,185.7897,559.1966,565.8230,633.3297,163.1149,20.0598,70.8660,2.3064,1011.7500,0.0000,50.7097,267.7150,25.1468,13.5778
5/16/2015,17,378.7130,492.2325,145.8558,371.9937,378.8750,533.8005,126.9488,19.7238,71.1593,1.8882,1012.0000,0.0000,63.1052,275.9267,24.6972,12.9493
5/16/2015,18,92.0498,29.2171,87.3383,89.9688,90.9609,33.4679,85.4687,17.7917,77.7490,2.0231,1012.0000,0.0000,75.3110,283.5750,22.1345,11.6525
5/16/2015,19,134.6407,377.8287,6.8149,130.7771,132.1979,404.6774,0.0000,17.4984,79.8408,1.8517,1011.6000,0.0000,77.7444,278.5400,20.3848,9.5240
5/17/2015,12,890.0653,891.1946,27.9352,872.8397,882.2025,911.9430,0.0000,20.5884,63.9476,2.6925,1011.0000,0.0000,14.6692,177.6520,24.7784,9.1296
5/17/2015,13,890.4140,517.7286,395.7271,876.0133,884.5535,541.0544,367.6278,20.5173,65.1780,3.3052,1012.7500,0.0000,17.3752,212.6567,25.5382,12.1087
5/17/2015,14,748.1311,347.2122,436.5245,741.2186,748.2260,376.1302,410.8268,19.6128,70.9780,3.6270,1012.5000,0.0000,26.6103,242.5617,25.1408,13.2497
5/17/2015,15,641.5776,393.9638,330.8509,639.7634,645.8923,427.6377,308.7365,19.3992,72.8755,3.5353,1011.7500,0.0000,38.2867,257.8833,24.1890,13.1840
5/17/2015,16,445.3830,145.5678,358.7751,442.4950,448.0787,174.2016,343.6167,18.5800,76.6130,3.1186,1012.0000,0.0000,50.5953,267.2167,23.2218,13.0145
5/17/2015,17,372.2440,416.2416,187.8051,364.8891,371.6854,456.6245,169.1158,18.5040,77.9820,2.7826,1011.2500,0.0000,62.9890,276.1450,22.5848,12.7192
5/17/2015,18,205.2456,520.0713,58.8030,197.5609,202.8319,559.9937,45.1631,17.7992,80.9665,2.3446,1011.7143,0.0000,72.9586,279.2000,21.7676,10.5604
5/18/2015,11,935.5246,863.8709,142.7694,924.0233,933.7914,893.2366,114.0765,20.1083,66.9746,2.5334,1013.2542,0.0000,22.8814,124.8424,24.7764,10.5466
5/18/2015,12,978.0217,815.3846,192.2405,958.7968,969.9504,837.7432,162.6318,20.1815,66.9938,2.8514,1013.7500,0.0000,15.4690,162.4500,25.3415,13.5865
5/18/2015,13,969.4554,843.4445,164.1031,953.1787,962.2666,866.7406,134.6884,19.3535,69.5322,3.6636,1013.4833,0.0000,17.1795,212.9717,24.3213,14.0415
5/18/2015,14,895.1444,831.8256,151.4912,888.2494,895.4073,863.2056,123.7676,19.3345,69.9852,3.3422,1013.5000,0.0000,26.4655,242.9250,23.8035,14.0683
5/18/2015,15,766.8009,798.8962,139.5823,766.0409,772.1538,838.3977,114.0099,19.3788,72.2492,3.4123,1013.0000,0.0000,38.1668,258.1867,23.7533,14.0877
5/18/2015,16,602.6561,733.2094,135.4675,600.0160,606.7909,776.3080,112.2437,18.6217,74.9352,3.6047,1012.7500,0.0000,50.4827,268.2117,23.2735,13.9737
5/18/2015,17,409.5060,678.4711,98.7801,400.8707,409.0452,722.0937,78.4612,18.2587,71.8907,3.1146,1013.0000,0.0000,62.8747,276.3567,22.5085,12.8865
5/18/2015,18,206.4040,530.6900,68.5214,196.8502,204.0206,579.1172,54.0325,17.6560,70.6655,3.6762,1012.0000,0.0000,75.0628,283.9617,21.4728,11.4712
5/18/2015,19,249.1159,825.5988,11.3201,243.7576,248.4083,867.5785,0.0000,17.2710,71.7419,3.3573,1012.5161,0.0000,72.5600,251.4129,20.7716,9.4790
5/19/2015,10,867.9067,967.4673,27.0788,861.6547,870.7168,1001.8633,0.0000,19.8093,64.5780,2.3069,1015.0000,0.0000,29.6373,110.9733,24.1267,9.1220
5/19/2015,11,930.3392,855.9687,142.8314,917.5148,928.3269,884.8593,114.2819,19.8043,64.7877,2.6430,1014.2500,0.0000,22.8302,124.2233,24.6422,12.0048
5/19/2015,12,985.2843,862.0777,153.8048,965.2135,976.8464,884.2147,124.0226,20.0093,63.2462,3.0292,1013.7500,0.0000,15.2705,162.2050,25.0275,13.6568
5/19/2015,13,977.8574,876.8789,139.8168,961.0639,970.5799,900.2807,110.1925,19.5332,65.7433,3.7813,1013.4833,0.0000,16.9890,213.2733,24.4125,14.0532
5/19/2015,14,905.6785,871.0988,125.8925,898.3682,905.8385,902.6047,97.9166,19.3250,68.6365,3.2862,1013.0000,0.0000,26.3242,243.3000,24.0380,14.0742
5/19/2015,15,776.1416,827.4634,125.2126,774.8805,781.2059,866.7030,99.5089,18.9067,69.8457,3.0950,1012.5000,0.0000,38.0490,258.4833,23.6577,14.0955
5/19/2015,16,608.6282,769.4861,118.0040,605.7049,612.8500,812.7807,94.6942,18.7485,69.3490,3.0124,1012.0000,0.0000,50.3712,268.4517,23.2463,14.0497
5/19/2015,17,417.7258,671.5146,108.2771,409.0381,417.3936,715.5357,87.8266,18.6075,70.2572,2.6403,1011.7500,0.0000,62.7615,276.5600,22.9208,13.0050
5/19/2015,18,217.7433,495.7488,86.1056,208.1049,215.2157,545.6246,71.0797,17.6862,75.0453,2.4502,1011.0000,0.0000,74.9448,284.1467,21.9697,11.5755
5/19/2015,19,97.0771,437.7569,6.9801,94.3656,96.4065,473.7945,0.7394,16.7853,78.3819,2.0906,1011.0000,0.0000,81.9272,284.2750,20.5744,9.6688
5/20/2015,11,951.8057,924.4195,91.5978,937.1030,948.4925,952.1548,62.4815,19.9039,63.0591,3.1009,1011.0000,0.0000,21.2889,126.9659,24.1607,10.3027
5/20/2015,12,991.2991,882.9002,138.9258,970.6217,982.8594,905.1696,108.9936,20.4357,61.3590,3.0518,1010.7500,0.0000,15.0760,161.9633,24.9435,13.3263
5/20/2015,13,981.9152,896.0247,124.6732,964.7854,974.9251,919.8181,94.9385,20.2718,64.2815,3.1657,1010.7500,0.0000,16.8018,213.5717,24.6268,13.8975
5/20/2015,14,909.8096,885.8922,115.9641,902.2200,910.1497,917.6859,87.8817,19.8615,66.7272,3.0029,1010.2500,0.0000,26.1847,243.6483,24.4515,14.0598
5/20/2015,15,783.3151,859.2966,106.4442,782.2601,788.9019,899.2822,80.6292,19.8295,62.3633,3.2443,1010.0000,0.0000,37.9322,258.7633,24.2812,14.0773
5/20/2015,16,619.2767,820.8432,94.8140,616.4167,623.9309,864.9383,71.3518,19.5140,64.3992,3.0650,1009.5000,0.0000,50.2612,268.6867,23.9810,14.0187
5/20/2015,17,426.0303,740.1388,84.7374,416.9234,425.7200,784.4177,64.1235,18.7655,69.4852,2.9568,1009.2500,0.0000,62.6493,276.7567,23.3013,12.6973
5/20/2015,18,220.3799,629.7093,56.2330,210.2955,217.8242,678.8211,41.1853,17.9793,73.6233,2.8126,1009.2500,0.0000,74.8283,284.3200,22.1330,10.9303
5/20/2015,19,370.8494,807.4874,15.0407,364.2355,370.4277,853.9713,0.0000,18.2445,69.8610,2.5765,1009.0000,0.0000,63.6200,229.9828,22.0731,9.3303
5/21/2015,11,947.6891,898.8007,112.9084,933.5465,945.0582,927.1756,83.9305,20.5633,54.0394,2.7516,1010.2500,0.0000,21.5025,125.7229,24.9650,10.6106
5/21/2015,12,986.9498,844.0861,171.3907,965.7263,977.9029,865.5824,141.5820,19.8405,64.9860,3.4312,1010.7500,0.0000,14.8893,161.7117,25.1000,13.5063
5/21/2015,13,971.0656,841.6604,165.0622,953.0204,963.2789,864.3669,135.5492,19.3760,69.0447,3.4712,1010.5000,0.0000,16.6205,213.8600,23.9992,13.9533
5/21/2015,14,903.5278,828.7942,159.8989,895.2721,903.3620,859.7978,131.9824,19.3028,66.8920,3.5794,1010.2500,0.0000,26.0492,244.0067,23.8997,14.0760
5/21/2015,15,773.7582,801.3259,141.5868,772.3693,778.9960,840.6271,115.9149,19.4307,62.4795,3.7102,1010.2500,0.0000,37.8173,259.0400,23.8858,14.0877
5/21/2015,16,608.0799,754.0276,125.3624,605.3505,612.5442,797.4928,102.0572,19.3380,62.4592,3.4555,1009.2667,0.0000,50.1522,268.9100,23.7662,14.0222
5/21/2015,17,416.9314,666.3762,107.7837,408.1381,416.6517,710.1902,87.3307,18.6985,65.0417,3.4230,1009.7500,0.0000,62.5385,276.9483,23.1782,12.7772
5/21/2015,18,172.3746,323.7094,79.9782,165.4387,170.2816,358.7682,68.3207,17.5035,72.6600,3.2830,1010.0000,0.0000,74.7113,284.4917,21.6543,11.2085
5/21/2015,19,149.7595,526.2105,8.0101,146.6008,149.2545,563.5851,0.0000,16.6004,74.8492,3.4976,1010.0000,0.0000,78.6072,274.7840,20.0352,9.5080
5/22/2015,10,634.6952,694.4635,23.8693,628.4591,635.3066,722.3309,0.0000,19.0869,66.8744,2.7258,1012.8125,0.0000,28.1575,111.9188,23.4475,9.1119
5/22/2015,11,663.6313,611.9630,88.6428,652.1614,659.3092,633.6135,64.0015,18.4600,70.8540,2.9752,1013.0000,0.0000,20.1893,128.3267,22.6820,9.4443
5/22/2015,12,701.3553,228.4464,481.1879,685.9549,693.9444,242.0740,460.6273,18.4817,72.1475,3.0663,1012.7500,0.0000,14.7080,161.4550,23.1327,11.7733
5/22/2015,13,580.3496,102.1089,483.8468,568.6810,574.9065,111.3806,469.5844,18.0823,72.9835,2.6781,1013.0000,0.0000,16.4422,214.1233,22.6747,13.1840
