DATE (MM/DD/YYYY),HOUR-PST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (secondary) [W/m^2],Avg Global (uncorrected) [W/m^2],Avg Direct (uncorrected) [W/m^2],Avg Diffuse (uncorrected) [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 3m [m/s],Avg Station Pressure [mBar],Avg Precipitation [mm],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Avg CR1000 Temp [deg C],Avg RSR Battery [VDC]
7/21/2015,18,191.7106,100.9867,162.8616,186.5816,190.1017,120.9385,155.4790,23.0993,83.1567,2.9700,1006.7667,0.0000,72.7035,283.3267,27.1143,13.0010
7/21/2015,19,37.5277,2.7874,37.1274,37.2514,37.7473,8.7386,36.8586,22.1765,87.2217,2.5698,1007.0000,0.0000,84.4347,291.0250,25.2120,12.9222
7/21/2015,20,0.4377,0.0000,0.4377,0.0359,0.3942,0.0000,0.3942,21.5858,89.8150,1.9690,1007.2500,0.0000,95.7800,299.4867,23.4033,12.8900
7/21/2015,21,0.0116,0.0000,0.0116,0.0316,0.0104,0.0000,0.0104,21.2663,94.0567,1.7593,1007.7500,0.0000,106.1150,309.2867,22.2145,12.8558
7/21/2015,22,0.0216,0.0000,0.0216,0.0381,0.0195,0.0000,0.0195,21.2775,94.1450,1.8517,1008.5000,0.0000,114.9017,321.0417,22.0577,12.8292
7/21/2015,23,0.0278,0.0000,0.0278,0.0352,0.0250,0.0000,0.0250,20.9003,95.6417,1.3897,1008.0000,0.0000,121.4900,335.1467,22.0018,12.7990
7/22/2015,0,0.0185,0.0000,0.0185,0.0345,0.0167,0.0000,0.0167,20.3430,98.0467,1.1936,1008.0000,0.0000,125.0883,351.0950,21.5398,12.7757
7/22/2015,1,0.0224,0.0000,0.0224,0.0467,0.0202,0.0000,0.0202,19.9823,99.5767,1.2927,1008.0000,0.0000,125.1033,8.5552,21.0437,12.7463
7/22/2015,2,0.0185,0.0000,0.0185,0.0452,0.0167,0.0000,0.0167,19.7112,100.0000,0.7876,1007.7500,0.0000,121.5333,24.8203,20.6203,12.7163
7/22/2015,3,0.0116,0.0000,0.0116,0.0517,0.0104,0.0000,0.0104,19.7400,100.0000,0.6684,1007.5000,0.0000,114.9600,38.9487,20.4407,12.6890
7/22/2015,4,0.0131,0.0000,0.0131,0.0567,0.0118,0.0000,0.0118,19.6595,100.0000,1.0447,1007.2500,0.0085,106.1900,50.7190,20.2887,12.6832
7/22/2015,5,0.4247,0.0000,0.4247,0.3915,0.3825,0.0000,0.3825,19.5250,100.0000,1.1311,1007.5000,0.0085,95.8633,60.5487,20.0903,12.6710
7/22/2015,6,14.4890,0.1903,14.4742,14.5970,14.7906,5.5477,14.4951,19.5560,100.0000,0.8844,1008.0000,0.0000,84.5173,69.0272,20.0078,12.6497
7/22/2015,7,68.1754,0.0000,68.1754,66.5425,67.3891,2.0080,66.7958,19.9463,99.8017,0.5368,1008.0000,0.0000,72.7945,76.7465,20.5073,12.6605
7/22/2015,8,218.6724,6.5025,215.3761,217.8224,219.0530,11.8851,213.1388,20.9675,94.4100,0.5671,1008.2500,0.0000,60.5702,84.3167,22.2600,12.7358
7/22/2015,9,393.2335,35.5612,369.8425,394.8139,396.9679,48.3116,365.2385,22.4802,85.7733,1.4713,1008.5000,0.0000,48.1717,92.5417,25.0032,12.9342
7/22/2015,10,502.8857,36.5589,472.1609,503.0071,506.8813,51.0218,464.1268,23.0207,82.4570,1.7964,1008.5000,0.0000,35.8803,102.9300,26.5988,13.0943
7/22/2015,11,860.8481,519.3881,382.7843,855.3889,863.2372,552.4932,355.0905,24.8983,74.5437,2.0653,1008.7500,0.0000,24.3078,119.4700,29.6988,13.3397
7/22/2015,12,957.8102,878.0716,112.6754,943.6516,953.9305,904.3973,83.4711,25.3808,73.3927,2.9977,1008.5000,0.0000,15.6680,153.5233,30.9728,13.4512
7/22/2015,13,954.0174,876.4203,110.4347,941.2298,949.6870,902.1730,81.3296,24.8127,74.6080,3.3820,1008.5000,0.0000,15.6550,206.2900,30.2450,13.5602
7/22/2015,14,882.7328,855.9698,103.8941,878.8193,885.4747,889.2564,76.4026,25.0930,72.3255,3.0019,1008.0000,0.0000,24.2840,240.4017,30.4632,13.6372
7/22/2015,15,778.1622,858.1347,83.8122,780.4455,786.3488,900.2156,58.0329,25.1077,71.3513,3.0282,1007.7500,0.0000,35.8573,256.9583,30.8538,13.6223
7/22/2015,16,623.0010,825.8883,72.5582,623.7814,630.2575,872.2020,49.0108,24.1987,75.8617,3.3193,1007.2500,0.0000,48.1530,267.3583,30.0908,13.4985
7/22/2015,17,443.7861,772.8526,63.7397,437.7983,445.8548,819.7928,42.7875,23.3642,79.6363,3.2619,1007.0000,0.0000,60.5605,275.5800,28.6860,13.2285
7/22/2015,18,249.7209,671.8078,48.7446,239.5721,247.7812,720.6237,32.5027,23.1933,79.6917,2.8474,1006.5167,0.0000,72.7963,283.1450,27.4627,13.0327
7/22/2015,19,59.7558,266.9785,22.2187,56.7081,60.1640,303.3552,17.8026,22.0373,84.1677,2.5043,1007.0000,0.0000,84.5368,290.8550,25.7268,12.9767
7/22/2015,20,0.7502,0.0000,0.7502,0.6441,0.6758,0.0000,0.6758,20.7498,89.5150,2.0325,1007.2500,0.0000,95.9017,299.3167,22.6867,12.9447
7/22/2015,21,0.0170,0.0000,0.0170,0.0330,0.0153,0.0000,0.0153,20.3243,91.9750,1.7493,1008.2500,0.0000,106.2550,309.1417,21.0968,12.9158
7/22/2015,22,0.0208,0.0000,0.0208,0.0402,0.0188,0.0000,0.0188,20.1310,93.1400,1.4371,1008.5000,0.0000,115.0600,320.9000,20.4015,12.8873
7/22/2015,23,0.0147,0.0000,0.0147,-0.1207,0.0132,0.0000,0.0132,19.9242,94.8150,0.2812,1009.0000,0.0000,121.6683,335.0517,19.9975,12.8638
7/23/2015,0,0.0209,0.0000,0.0209,0.0431,0.0188,0.0000,0.0188,19.9745,94.3433,0.3695,1009.2500,0.0000,125.2850,351.0500,20.1713,12.8433
7/23/2015,1,0.0209,0.0000,0.0209,0.0532,0.0188,0.0000,0.0188,19.9730,93.4733,0.1550,1009.2500,0.0000,125.3017,8.5771,20.2902,12.8238
7/23/2015,2,0.0154,0.0000,0.0154,0.0560,0.0139,0.0000,0.0139,20.1975,92.0133,0.0171,1009.2500,0.0000,121.7233,24.8985,20.5642,12.8100
7/23/2015,3,0.0124,0.0000,0.0124,0.0417,0.0111,0.0000,0.0111,20.0523,91.8033,0.0127,1009.7500,0.0000,115.1350,39.0635,20.3948,12.7938
7/23/2015,4,0.0255,0.0000,0.0255,0.0546,0.0229,0.0000,0.0229,20.0718,93.0200,0.2100,1009.0000,0.0000,106.3433,50.8573,20.1782,12.7752
7/23/2015,5,0.3475,0.0000,0.3475,0.3153,0.3129,0.0000,0.3129,20.2143,91.7617,0.0601,1009.7500,0.0000,96.0000,60.6997,20.5592,12.7587
7/23/2015,6,7.8602,0.2047,7.8439,7.9719,8.1154,5.1644,7.8838,20.7602,88.2983,0.1477,1009.7500,0.0000,84.6355,69.1900,20.9310,12.7312
7/23/2015,7,37.9027,0.0000,37.9027,37.0343,37.4993,1.2666,37.1448,20.8722,87.6267,0.3971,1010.5000,0.0000,72.9040,76.9235,21.4463,12.7198
7/23/2015,8,80.9035,0.0000,80.9035,80.0995,80.9783,0.7282,80.6254,20.9812,86.4700,0.9162,1011.0000,0.0000,60.6735,84.5167,21.9418,12.7232
7/23/2015,9,128.8976,0.0000,128.8976,128.5310,129.8085,0.5375,129.4551,21.2785,85.9300,0.7409,1011.7500,0.0000,48.2738,92.7817,22.6277,12.7332
7/23/2015,10,222.6525,0.0000,222.6525,221.8503,223.9351,0.8951,223.2228,21.7942,84.7267,0.9607,1011.2500,0.0000,35.9912,103.2267,23.5688,12.7930
7/23/2015,11,420.6074,0.3729,420.2570,416.9343,420.5439,2.8180,417.9344,22.7677,81.1917,1.6430,1011.7500,0.0000,24.4445,119.8283,25.4253,12.9870
7/23/2015,12,904.2950,537.8428,384.7684,891.8631,900.6320,562.6845,357.2115,25.1778,72.3212,2.0910,1011.5000,0.0000,15.8538,153.7733,29.3242,13.3870
7/23/2015,13,937.6712,813.6624,155.2878,925.8663,934.2833,839.9988,126.5834,25.6087,69.9178,2.7230,1011.0000,0.0000,15.8363,205.9850,30.8497,13.5003
7/23/2015,14,879.8906,830.7271,124.4117,876.0162,882.7727,864.1022,96.9973,25.0662,72.5847,2.9890,1011.0000,0.0000,24.4092,240.0100,31.0755,13.5787
7/23/2015,15,766.8673,796.4817,122.6827,768.8157,774.7253,837.9942,97.0717,24.5548,76.0327,3.2756,1010.7500,0.0000,35.9553,256.6533,30.7193,13.5825
7/23/2015,16,611.2528,761.2777,104.6891,611.8725,618.2922,807.0698,81.3215,23.8847,78.1293,3.1714,1010.2500,0.0000,48.2432,267.1133,29.7892,13.4782
7/23/2015,17,424.1388,670.5122,95.0535,418.6222,426.1738,716.7604,74.4669,23.4422,79.8360,3.2245,1010.0000,0.0000,60.6518,275.3667,28.6520,13.2017
7/23/2015,18,234.1710,552.3181,68.5659,225.0252,232.3439,599.7112,52.8961,22.9168,81.9327,2.9464,1010.4833,0.0000,72.8943,282.9567,27.3115,13.0270
7/23/2015,19,57.6651,205.7496,29.4114,55.2581,58.2501,241.3766,25.4101,21.9408,85.4350,2.1954,1010.5000,0.0000,84.6405,290.6783,25.2513,12.9662
7/23/2015,20,0.7147,0.0000,0.7147,0.6003,0.6438,0.0000,0.6438,21.0972,88.7483,1.5885,1010.7500,0.0000,96.0317,299.1550,22.7828,12.9347
7/23/2015,21,0.0170,0.0000,0.0170,0.0244,0.0153,0.0000,0.0153,20.8363,93.7950,1.4135,1011.7500,0.0000,106.3967,308.9867,21.3853,12.9040
7/23/2015,22,0.0255,0.0000,0.0255,0.0417,0.0229,0.0000,0.0229,20.4368,95.9533,0.9657,1013.0000,0.0000,115.2283,320.7733,20.6733,12.8745
7/23/2015,23,0.0208,0.0000,0.0208,0.0618,0.0188,0.0000,0.0188,20.1207,97.0900,0.7558,1013.0000,0.0000,121.8600,334.9500,20.2513,12.8487
7/24/2015,0,0.0193,0.0000,0.0193,0.0589,0.0174,0.0000,0.0174,19.9455,97.3967,0.2961,1012.0000,0.0000,125.4867,351.0100,19.9588,12.8250
7/24/2015,1,0.0193,0.0000,0.0193,0.0532,0.0174,0.0000,0.0174,19.5663,97.9417,0.1555,1012.2500,0.0000,125.5050,8.6021,19.5828,12.8032
7/24/2015,2,0.0162,0.0000,0.0162,0.0697,0.0146,0.0000,0.0146,19.3922,98.7500,0.0343,1012.7500,0.0000,121.9183,24.9810,19.2102,12.7833
7/24/2015,3,0.0162,0.0000,0.0162,0.0488,0.0146,0.0000,0.0146,19.3720,99.1467,0.3566,1012.0000,0.0000,115.3083,39.1853,19.3015,12.7572
7/24/2015,4,0.0317,0.0000,0.0317,0.0761,0.0285,0.0000,0.0285,19.1282,99.0083,0.2316,1011.7500,0.0000,106.4950,50.9997,18.9512,12.7338
7/24/2015,5,0.5105,0.0000,0.5105,0.4476,0.4598,0.0000,0.4598,18.9160,99.2567,0.2784,1012.7500,0.0000,96.1467,60.8568,18.6235,12.7093
7/24/2015,6,22.4340,0.0000,22.4340,22.4640,22.8053,5.6190,22.4996,19.6857,96.3283,0.0319,1013.2500,0.0000,84.7505,69.3578,19.1348,12.6870
7/24/2015,7,66.4183,0.0000,66.4183,65.0322,65.6877,1.5031,65.2698,20.5168,91.9300,0.2030,1014.0000,0.0000,73.0142,77.1085,20.5342,12.6900
7/24/2015,8,127.5401,0.0000,127.5401,126.5983,127.7683,1.0247,127.2633,21.2348,87.4650,0.4808,1014.5000,0.0000,60.7775,84.7267,22.0480,12.7108
7/24/2015,9,271.7860,0.0000,271.7860,272.1289,274.3026,1.5559,273.2635,22.4872,82.7202,0.7634,1014.0167,0.0000,48.3772,93.0217,24.0450,12.8212
7/24/2015,10,661.6852,447.3525,291.9081,663.0233,668.2144,478.8417,272.6516,24.2293,76.6215,1.7446,1014.5000,0.0000,36.1027,103.5283,27.4183,13.2062
7/24/2015,11,890.6461,827.1019,139.0710,884.7693,893.8621,861.1972,111.3831,25.1108,73.4950,2.3227,1014.2500,0.0000,24.5830,120.2083,30.3152,13.4383
7/24/2015,12,956.5341,875.0186,115.8633,942.7652,952.8046,901.5181,86.6875,24.8553,74.1417,2.5957,1014.0000,0.0000,16.0445,154.0300,30.5523,13.5900
7/24/2015,13,960.5246,895.5641,100.1071,948.7243,957.0621,922.4509,70.8234,25.2622,72.8500,2.8304,1013.5000,0.0000,16.0233,205.6883,30.4902,13.7705
7/24/2015,14,901.6674,892.2641,91.1123,898.4504,904.9422,926.7002,63.1638,25.2253,73.2033,3.2548,1012.7500,0.0000,24.5413,239.6217,30.9763,13.8510
7/24/2015,15,788.9395,875.3704,82.2793,791.7745,797.4619,918.1737,56.3401,25.0312,74.0973,3.3484,1012.2500,0.0000,36.0598,256.3417,31.0595,13.8110
7/24/2015,16,631.5729,835.4524,76.5139,632.8710,639.1843,882.6500,52.8422,24.3632,76.8477,3.5081,1012.2500,0.0000,48.3385,266.1117,30.3355,13.6258
7/24/2015,17,444.5825,754.1077,75.4503,439.0342,446.8999,801.8293,54.4875,23.7803,79.9010,3.2851,1012.4833,0.0000,60.7483,275.1567,29.1632,13.2968
7/24/2015,18,233.8322,552.5127,69.1364,224.5696,232.0783,600.1055,53.5784,23.1167,82.5050,2.8710,1011.7500,0.0000,72.9977,282.7633,27.8125,13.0732
7/24/2015,19,50.9639,120.6472,32.9307,49.2266,51.6374,148.9055,29.8067,21.8708,87.1850,2.2369,1012.2500,0.0000,84.7530,290.5000,25.4750,13.0113
7/24/2015,20,0.6985,0.0000,0.6985,0.5960,0.6292,0.0000,0.6292,20.7715,90.2167,1.8367,1011.7500,0.0000,96.1700,298.9933,22.5887,12.9770
7/24/2015,21,0.0170,0.0000,0.0170,0.0402,0.0153,0.0000,0.0153,20.4708,92.1217,1.5609,1012.0000,0.0000,106.5567,308.8350,21.0197,12.9482
7/24/2015,22,0.0263,0.0000,0.0263,0.0675,0.0236,0.0000,0.0236,20.1743,92.7450,1.3587,1012.7500,0.0000,115.4033,320.6483,20.1737,12.9208
7/24/2015,23,0.0324,0.0000,0.0324,0.0582,0.0292,0.0000,0.0292,19.8597,92.7617,1.3445,1012.7500,0.0000,122.0567,334.8517,19.5235,12.8978
7/25/2015,0,0.0340,0.0000,0.0340,0.0797,0.0306,0.0000,0.0306,19.6162,91.9333,0.8268,1012.2500,0.0000,125.6933,350.9717,19.0420,12.8735
7/25/2015,1,0.0541,0.0000,0.0541,0.0948,0.0487,0.0000,0.0487,19.2873,91.7117,0.3451,1012.2500,0.0000,125.7133,8.6319,18.5948,12.8543
7/25/2015,2,0.0463,0.0000,0.0463,0.0776,0.0417,0.0000,0.0417,18.1487,94.5383,0.1145,1012.2500,0.0000,122.1150,25.0705,17.8788,12.8337
7/25/2015,3,0.0610,0.0000,0.0610,0.0934,0.0549,0.0000,0.0549,18.3440,96.3983,0.0324,1012.5000,0.0000,115.4817,39.3120,17.5458,12.8148
7/25/2015,4,0.0324,0.0000,0.0324,-0.2134,0.0292,0.0000,0.0292,18.0780,96.8717,0.1083,1012.0000,0.0000,106.6500,51.1493,17.4600,12.7975
7/25/2015,5,0.7644,0.0000,0.7644,0.6976,0.6886,0.0000,0.6886,17.8180,97.6700,0.0000,1012.0000,0.0000,96.2867,61.0187,17.0557,12.7763
7/25/2015,6,51.7897,155.6170,29.8365,52.5513,52.2403,188.4278,26.2911,18.7065,97.2383,0.0000,1012.2500,0.0000,84.8717,69.5328,17.1677,12.7488
7/25/2015,7,226.9605,531.2455,68.9543,229.4490,225.2372,578.5503,53.5782,22.9793,83.9365,0.0000,1012.5000,0.0000,73.1252,77.2972,20.6177,12.7592
7/25/2015,8,426.9747,690.8360,89.7886,431.3124,429.3415,738.2440,69.1113,24.2758,73.8637,0.4308,1013.0000,0.0000,60.8833,84.9333,25.5502,12.9428
7/25/2015,9,615.8133,767.9836,106.5661,621.3174,623.6070,815.2510,83.1086,25.0868,73.2963,1.3371,1012.7500,0.0000,48.4818,93.2750,28.6452,13.2943
7/25/2015,10,780.2730,834.7968,107.5246,782.4593,789.0857,877.8890,81.7069,25.5355,72.6637,2.2087,1013.0000,0.0000,36.2163,103.8333,30.7492,13.4855
7/25/2015,11,901.1404,870.4231,111.4434,895.8498,904.9102,905.4588,83.4948,25.7388,72.0575,2.1167,1012.7500,0.0000,24.7242,120.5850,31.6960,13.6978
7/25/2015,12,966.1832,899.8749,102.5242,953.6362,963.5107,927.7837,73.0776,26.1143,71.4572,2.4579,1012.5000,0.0000,16.2390,154.2967,31.7237,13.8343
7/25/2015,13,967.4672,906.6534,97.2275,956.7170,964.7622,934.5592,67.7494,26.1523,71.0555,2.6827,1011.5167,0.0000,16.2167,205.4100,31.6473,13.8425
7/25/2015,14,907.1989,906.3892,84.7271,904.8747,911.0245,941.6416,56.6226,25.9208,71.8135,3.3148,1011.0000,0.0000,24.6793,239.2267,31.8155,13.8467
7/25/2015,15,785.6264,874.0999,80.7269,789.2901,794.8945,917.8424,54.8256,26.3012,68.5542,2.8716,1010.7500,0.0000,36.1697,256.0283,32.1368,13.8518
7/25/2015,16,622.7672,817.4658,80.8622,624.5400,630.8227,865.2419,57.3065,25.5802,71.9865,3.0992,1010.0000,0.0000,48.4393,266.6033,31.9478,13.7340
7/25/2015,17,439.3661,749.0477,73.9568,434.2138,441.9631,797.3455,53.0680,24.9632,76.1818,3.1754,1009.5000,0.0000,60.8500,274.9367,30.5847,13.3410
7/25/2015,18,240.8531,612.8308,59.8296,231.3436,239.1390,662.1310,43.9157,23.8353,80.4827,2.8082,1009.0000,0.0000,73.1062,282.5683,28.8602,13.0975
7/25/2015,19,57.3031,227.4448,26.0088,54.7353,57.9617,261.5701,22.1994,22.6607,79.5780,1.7303,1008.7500,0.0000,84.8692,290.3217,26.3820,13.0313
7/25/2015,20,0.6745,0.0000,0.6745,0.5845,0.6076,0.0000,0.6076,21.3385,88.2533,1.6156,1008.7500,0.0000,96.3083,298.8233,23.3635,12.9985
7/25/2015,21,0.0201,0.0000,0.0201,0.0287,0.0181,0.0000,0.0181,20.7912,92.9967,0.8228,1009.0000,0.0000,106.7100,308.6767,21.5145,12.9683
7/25/2015,22,0.0185,0.0000,0.0185,0.0352,0.0167,0.0000,0.0167,20.1678,95.9017,0.0369,1009.0000,0.0000,115.5800,320.5017,20.4457,12.9398
7/25/2015,23,0.0216,0.0000,0.0216,0.0532,0.0195,0.0000,0.0195,19.7537,96.4583,0.6371,1008.5000,0.0000,122.2583,334.7533,19.5737,12.9142
7/26/2015,0,0.0332,0.0000,0.0332,0.0682,0.0299,0.0000,0.0299,20.2208,89.8917,1.8003,1009.0000,0.0000,125.8983,350.9317,19.4387,12.8922
7/26/2015,1,0.0332,0.0000,0.0332,0.0582,0.0299,0.0000,0.0299,20.3995,88.8883,1.7328,1008.0000,0.0000,125.9250,8.6649,19.4915,12.8690
7/26/2015,2,0.0193,0.0000,0.0193,0.0553,0.0174,0.0000,0.0174,19.8590,95.1317,0.8695,1008.0000,0.0000,122.3167,25.1638,19.3843,12.8493
7/26/2015,3,0.0286,0.0000,0.0286,0.0618,0.0257,0.0000,0.0257,19.6857,95.2167,1.0422,1008.0000,0.0000,115.6650,39.4458,19.0960,12.8328
7/26/2015,4,0.0425,0.0000,0.0425,0.0690,0.0383,0.0000,0.0383,18.7645,95.8467,0.2942,1008.0000,0.0000,106.8150,51.3045,18.5358,12.8132
7/26/2015,5,0.5506,0.0000,0.5506,0.4662,0.4959,0.0000,0.4959,18.7838,97.8850,0.4445,1008.0000,0.0000,96.4350,61.1872,18.1478,12.7917
7/26/2015,6,36.9097,41.7818,31.0733,37.5330,37.2997,62.0517,29.2266,19.1290,97.2017,0.8095,1008.7500,0.0000,84.9895,69.7145,18.6418,12.7613
7/26/2015,7,121.0906,36.0012,107.3860,119.6078,119.8233,43.3043,103.7085,20.0037,93.7983,0.6180,1009.7500,0.0000,73.2387,77.4928,19.5725,12.7790
7/26/2015,8,402.9022,482.9247,167.5612,405.5499,404.3400,522.6591,149.7746,22.2243,82.3638,0.7963,1010.0000,0.0000,60.9890,85.1550,23.1503,12.9633
7/26/2015,9,599.7681,679.1192,152.7627,604.4600,606.4930,724.4774,129.6269,23.6387,74.9070,1.4050,1010.2500,0.0000,48.5873,93.5283,26.9183,13.3402
7/26/2015,10,779.2820,815.2704,122.4976,780.8849,787.1422,857.2060,96.7055,24.1797,72.3395,2.1996,1010.5000,0.0000,36.3308,104.1517,29.2633,13.5643
7/26/2015,11,905.6170,867.6158,119.4768,899.4351,908.4726,901.7746,91.4379,24.4560,71.8562,2.7817,1010.5000,0.0000,24.8687,120.9817,30.3460,13.8213
7/26/2015,12,967.3623,884.0783,119.6868,953.9873,963.6510,910.9351,90.2367,24.6852,71.2505,3.1568,1011.0000,0.0000,16.4382,154.5767,30.6738,13.8690
7/26/2015,13,970.7275,898.4848,109.1939,959.4002,967.0028,925.4145,79.6592,24.7288,70.6078,3.1868,1010.2500,0.0000,16.4165,205.1350,30.3773,13.8812
7/26/2015,14,903.2370,808.9780,168.7487,899.8816,906.0013,843.3917,140.3759,24.5438,71.7555,2.9766,1009.2500,0.0000,24.8242,238.8283,30.8415,13.8740
7/26/2015,15,756.6483,677.7983,208.2967,758.5103,764.0972,718.7721,182.8046,24.1083,72.8348,3.1200,1008.7500,0.0000,36.2842,255.7033,31.0517,13.8523
7/26/2015,16,537.9671,264.3885,359.8495,538.1997,543.7826,301.8526,341.0024,23.4465,75.2395,2.9766,1008.7500,0.0000,48.5450,266.3433,30.1058,13.6988
7/26/2015,17,378.5020,315.4005,213.8321,374.5773,380.0253,348.2763,198.9627,22.5690,78.4228,2.8548,1009.0000,0.0000,60.9567,274.7150,28.4220,13.3853
7/26/2015,18,248.9366,539.1886,98.2259,239.3457,246.7373,586.7867,82.6172,21.9532,80.2505,2.8126,1008.2500,0.0000,73.2188,282.3683,26.5090,13.1137
7/26/2015,19,56.8577,218.8927,26.6242,54.1984,57.4019,251.8091,22.8165,20.9570,82.0445,2.4214,1008.7500,0.0000,84.9903,290.1367,24.5758,13.0307
7/26/2015,20,0.3211,0.0000,0.3211,-0.0330,0.2892,0.0000,0.2892,19.8280,87.4517,1.7365,1008.5000,0.0000,96.4567,298.6517,21.5535,12.9967
7/26/2015,21,0.0301,0.0000,0.0301,0.0531,0.0271,0.0000,0.0271,19.4475,89.1050,1.7583,1008.2500,0.0000,106.8683,308.5200,19.9627,12.9653
7/26/2015,22,0.0309,0.0000,0.0309,0.0646,0.0278,0.0000,0.0278,19.2040,90.0750,1.7033,1009.0000,0.0000,115.7633,320.3783,19.3200,12.9373
7/26/2015,23,0.0402,0.0000,0.0402,0.0611,0.0362,0.0000,0.0362,19.1362,92.4550,0.8496,1009.2500,0.0000,122.4600,334.6600,19.1147,12.9137
7/27/2015,0,0.0402,0.0000,0.0402,0.0682,0.0362,0.0000,0.0362,19.1303,93.8500,0.5010,1009.0000,0.0000,126.1317,350.8983,19.2285,12.8923
7/27/2015,1,0.0232,0.0000,0.0232,0.0704,0.0209,0.0000,0.0209,19.4120,92.0917,0.1697,1009.0000,0.0000,126.1500,8.7025,19.8177,12.8740
7/27/2015,2,0.0293,0.0000,0.0293,0.0460,0.0264,0.0000,0.0264,19.5945,90.1250,0.6919,1009.0000,0.0000,122.5217,25.2643,20.1222,12.8547
7/27/2015,3,0.0263,0.0000,0.0263,0.0582,0.0236,0.0000,0.0236,19.8515,87.2167,0.4954,1008.0000,0.0000,115.8483,39.5840,20.2415,12.8325
7/27/2015,4,0.0293,0.0000,0.0293,0.0697,0.0264,0.0000,0.0264,20.1840,84.2550,0.1786,1008.7500,0.0000,106.9733,51.4652,20.4830,12.8103
7/27/2015,5,0.2031,0.0000,0.2031,0.2040,0.1829,0.0000,0.1829,20.2977,81.6600,0.3708,1008.7500,0.0000,96.5767,61.3612,20.6325,12.7902
7/27/2015,6,20.3548,0.0041,20.3544,20.2483,20.5208,7.3939,20.1376,20.5547,78.2962,0.3061,1009.0000,0.0000,85.1080,69.9003,20.8382,12.7615
7/27/2015,7,110.2719,14.9723,106.2930,108.5049,109.0350,23.2805,102.8702,20.8988,74.9618,1.5341,1009.5000,0.0000,73.3513,77.6947,21.5258,12.7808
7/27/2015,8,240.8335,86.1786,193.7831,241.0283,241.7382,99.0554,187.8891,21.6153,71.4715,1.0669,1010.0000,0.0000,61.0965,85.3800,22.3368,12.8610
7/27/2015,9,656.0147,751.0968,160.4924,661.9497,663.7917,799.5488,136.4851,24.3447,62.5612,1.6052,1010.0000,0.0000,48.6942,93.7883,27.1128,13.3772
7/27/2015,10,777.9439,821.7817,117.5099,780.0731,786.3119,864.4037,91.7318,24.9400,61.7187,2.4400,1009.7667,0.0000,36.4485,104.4717,30.0865,13.5617
7/27/2015,11,900.7276,868.4167,114.6939,894.6115,903.3639,902.2304,86.7835,24.1052,65.5413,3.2961,1009.2667,0.0000,25.0155,121.3933,30.2552,13.8207
7/27/2015,12,964.7513,892.1569,110.2530,951.1310,960.6800,918.5885,80.8779,24.0455,66.9078,3.7512,1009.7500,0.0000,16.6427,154.8583,30.0488,13.8862
7/27/2015,13,963.9723,889.7904,111.6567,952.1367,959.8551,916.1511,82.3024,24.0287,67.5060,3.9596,1009.0000,0.0000,16.6223,204.8683,29.4735,13.9073
7/27/2015,14,899.7109,868.7250,113.1177,896.1477,902.0727,902.1918,85.2392,23.8238,68.6265,3.9787,1009.0000,0.0000,24.9747,238.4233,29.7933,13.9088
7/27/2015,15,781.1652,836.2184,109.0051,783.5923,788.8909,878.0634,83.1896,23.9985,68.3835,3.6595,1008.5000,0.0000,36.4053,255.3733,30.0173,13.9123
7/27/2015,16,621.7330,786.2998,102.4180,623.0623,628.8391,832.8164,78.8889,23.9807,69.6687,3.3344,1008.0000,0.0000,48.6560,266.0783,29.7048,13.8792
7/27/2015,17,433.3460,688.8864,98.6517,428.1689,435.4093,736.1677,77.8735,23.9237,72.7453,2.8217,1007.5000,0.0000,61.0677,274.4900,29.1870,13.4277
7/27/2015,18,229.8880,494.1524,83.9434,221.1095,227.9683,541.8922,68.4681,22.5163,80.7978,2.5698,1007.5000,0.0000,73.3368,282.1683,27.5472,13.1148
7/27/2015,19,53.6619,118.9761,36.7132,51.9074,54.2623,148.1518,33.5147,20.9250,86.5367,2.0374,1008.0000,0.0000,85.1195,289.9550,24.8153,13.0390
7/27/2015,20,0.5519,0.0000,0.5519,0.4739,0.4971,0.0000,0.4971,19.7773,90.1817,1.6585,1008.0000,0.0000,96.6050,298.4767,21.8067,13.0023
7/27/2015,21,0.0208,0.0000,0.0208,0.0452,0.0188,0.0000,0.0188,19.3835,93.5217,1.5393,1008.5000,0.0000,107.0383,308.3567,20.3645,12.9725
7/27/2015,22,0.0270,0.0000,0.0270,0.0675,0.0243,0.0000,0.0243,19.1845,94.2333,1.2941,1008.7500,0.0000,115.9550,320.2283,19.6825,12.9455
7/27/2015,23,0.0286,0.0000,0.0286,0.0711,0.0257,0.0000,0.0257,19.1078,93.7267,0.7313,1008.7500,0.0000,122.6750,334.5650,19.5108,12.9223
7/28/2015,0,0.0270,0.0000,0.0270,0.0747,0.0243,0.0000,0.0243,18.5985,94.3867,0.2815,1008.7500,0.0000,126.3533,350.8633,18.9060,12.8998
7/28/2015,1,0.0425,0.0000,0.0425,-0.0417,0.0383,0.0000,0.0383,18.2868,95.7883,0.1710,1008.0000,0.0000,126.3767,8.7436,18.1092,12.8748
